지역,이름,사업자,소재지,면적(제곱미터),홀,구분
충북,임페리얼레이크,서향기,충주시 금가면 다래울길 52,830332,18,대중제
충북,천 룡cc,윤진동,진천군 이월면 진안로 425,830332,9,대중제
충북,시그너스cc,김영란 강석무,충주시 앙성면 중방곡길 57-44,259636,9,대중제
충북,시그너스cc,강석무,충주시 앙성면 중방곡길 57-44,345018,18,대중제
충북,떼제베운영,김명신,청주시 흥덕구 옥산면 동림2길 149,893383,36,대중제
충북,썬밸리cc,이성주,음성군 삼성면 법말길 49,1567859,18,대중제
충북,중 원cc,김영민,충주시 산척면 인등로 392,944976,27,대중제
충북,레인보우힐스,정인환,음성군 생극면 차생로 168,1179674,27,대중제
충북,히든밸리cc,정현숙,진천군 백곡면 소토골길 61,1434573,27,대중제
충북,골드나인cc,정우석,청주시 청원구 낭성면 산성로 1520-17,421101,9,대중제
충북,센테리움cc,조형득,충주시 노은면 솔고개로 750,1415008,27,대중제
충북,대호단양cc,황호현,단양군 매포읍 고양5길 43,920073,18,대중제
충북,대영베이스cc,권혁희,충주시 대소원면 성종두담길 113,999268,18,대중제
충북,골프존카운티 진천cc,서상현,진천군 진천읍 송강로 783-51,1200500,27,대중제
충북,오창 에딘버러,오형근 윤종묵,청주시 청원구 오창읍 두릉유리로 846,391643,9,대중제
충북,이븐데일cc,홍승우,청주시 상당구 미원면 대신2길 31,982711,18,대중제
충북,킹즈락cc,정성훈,제천시 천남동 내토로7길 136,1253344,27,대중제
충북,골프존카운티 화랑cc,서상현,진천군 문백면 농다리로 809,998111,18,대중제
충북,젠스필드cc,이상균,음성군 삼성면 덕호로 382,896185,18,대중제
충북,로얄포레cc,구정현,충주시 신니면 화치3길 35,926019,18,대중제
충북,대영힐스cc,권혁희,충주시 대소원면 성종두담길 114,1167916,27,대중제
충북,진양밸리cc,이종현,음성군 삼성면 금일로 1195,1372015,27,대중제
충북,에콜리안제천,조현재,제천시 고암동 송학 주천로 102,371280,9,대중제
충북,코스카cc,허흥영,음성군 음성읍 동음로 318,1421784,27,대중제
충북,클럽디속리산,최정훈,보은군 탄부면 평각상장로 230,828506,18,대중제
충북,동 촌cc,한명희,충주시 노은면 감노로 1327 ,1047645,18,대중제
충북,세 일cc,권민수,충주시 신니면 동락길 207,880653,18,대중제
충북,클럽디보은,최정훈,보은군 보은읍 장속중초로 386,929809,18,대중제
충북,올데이 골프앤리조트,서향기,충주시 앙성면 비내길 189,1368736,27,대중제
충북,감곡CC,심천보,음성군 감곡면 문촌리 산81-6,1016998,18,대중제
충북,일라이트 컨트리클럽,전문수,영동군 영동읍 매천리 산 35-1,889884,18,대중제
충북,일레븐cc,김정태,충주시 앙성면 본평리 산 43-1,1245242,18,대중제
충북,킹스데일cc,정지완 김종해,충주시 주덕면 기업도시3로 2,870252,18,대중제
충북,블랙스톤cc,원성역,증평군 도안면 벼루재길 334,690038,18,대중제
충북,모나크cc,서남종,음성군 금왕읍 대금로 1851번길 3-14,960462,18,대중제
충북,음성 힐데스하임cc,김정선,음성군 소이면 후미리 산40-4,1015870,27,대중제
충북,세레니티cc,김주영,청주시 서원구 남이면 산막리 산 128,465281,9,비회원제
